activity_name,name,amount,database,location,unit,type,formula,original_amount,reference_product,unknown,categories
ecran seat,ecran seat,1.0,OPERA,GLO,unit,production,,,ecran seat,,
ecran seat,folding boxboard carton production,1.35,ecoinvent-3.10-cutoff,RoW,kilogram,technosphere,ecran_box_pack,1.0,folding boxboard carton,,
ecran seat,"market for display, liquid crystal, 17 inches",0.5,ecoinvent-3.10-cutoff,GLO,unit,technosphere,ecran_lcd,1.0,"display, liquid crystal, 17 inches",,
ecran seat,"market for packaging film, low density polyethylene",0.15,ecoinvent-3.10-cutoff,GLO,kilogram,technosphere,ecran_pe_pack,1.0,"packaging film, low density polyethylene",,
ecran seat,"market for transport, freight, aircraft, medium haul",35.0,ecoinvent-3.10-cutoff,GLO,ton kilometer,technosphere,ecran_plane_pack,1.0,"transport, freight, aircraft, medium haul",,
ecran seat,"market for wastewater, average",0.000225,ecoinvent-3.10-cutoff,Europe without Switzerland,cubic meter,technosphere,ecran_waste_water_pe/1000,1.0,"wastewater, average",,
energie infrastructures,energie infrastructures,1.0,OPERA,FR,unit,production,,,energie infrastructures,,
energie infrastructures,"market for electricity, low voltage",113.534,ecoinvent-3.10-cutoff,FR,kilowatt hour,technosphere,enin_elec,1.0,"electricity, low voltage",,
energie infrastructures,"market for heat, district or industrial, natural gas",782.4672,ecoinvent-3.10-cutoff,Europe without Switzerland,megajoule,technosphere,enin_gaz*3.6,1.0,"heat, district or industrial, natural gas",,
"kerosene, production et combustion, 1pkm eq",Cadmium II,2.59008e-10,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Cadmium II,8.16135e-12,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq","Carbon dioxide, fossil",0.080724014,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq","Carbon dioxide, fossil",0.00254362,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq","Carbon monoxide, fossil",3.59222e-05,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq","Carbon monoxide, fossil",1.13191e-06,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Chromium III,1.29504e-09,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Chromium III,4.08067e-11,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Copper ion,4.40313e-08,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Copper ion,1.38743e-09,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Lead II,1.63227e-08,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Lead II,5.18015e-07,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Mercury II,1.81305e-12,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Mercury II,5.71294e-14,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq","NMVOC, non-methane volatile organic compounds",1.03077e-07,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq","NMVOC, non-methane volatile organic compounds",3.27125e-06,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Nickel II,1.81305e-09,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Nickel II,5.71294e-11,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Nitrogen oxides,0.000421917,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Nitrogen oxides,1.32946e-05,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq","Particulate Matter, < 2.5 um",1.19806e-07,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq","Particulate Matter, < 2.5 um",3.80214e-06,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Selenium IV,2.59008e-10,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Selenium IV,8.16135e-12,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Sulfur dioxide,6.85553e-07,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Sulfur dioxide,2.17566e-05,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Water,1.98176e-07,biosphere3,,cubic meter,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Water,6.24454e-09,biosphere3,,cubic meter,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq",Zinc II,2.59008e-07,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1pkm eq",Zinc II,8.16135e-09,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1pkm eq","kerosene, production et combustion, 1pkm eq",1.0,OPERA,GLO,unit,production,,,"kerosene, production et combustion, 1pkm eq",,
"kerosene, production et combustion, 1pkm eq",market for kerosene,0.02671689,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,technosphere,conso_standard_kero_pkm,1.0,kerosene,,
"kerosene, production et combustion, 1tkm eq",Cadmium II,2.08e-09,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Cadmium II,6.54e-11,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq","Carbon dioxide, fossil",0.647,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq","Carbon dioxide, fossil",0.0204,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq","Carbon monoxide, fossil",0.0002856,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq","Carbon monoxide, fossil",8.998e-06,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Chromium III,1.04e-08,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Chromium III,3.27e-10,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Copper ion,3.53e-07,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Copper ion,1.11e-08,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Lead II,1.31e-07,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Lead II,4.15e-06,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Mercury II,1.45e-11,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Mercury II,4.58e-13,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq","NMVOC, non-methane volatile organic compounds",7.579e-07,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq","NMVOC, non-methane volatile organic compounds",2.405e-05,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Nickel II,1.45e-08,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Nickel II,4.58e-10,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Nitrogen oxides,0.00344,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Nitrogen oxides,0.0001084,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq","Particulate Matter, < 2.5 um",9.456e-07,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq","Particulate Matter, < 2.5 um",3.001e-05,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Selenium IV,2.08e-09,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Selenium IV,6.54e-11,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Sulfur dioxide,5.497e-06,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Sulfur dioxide,0.0001745,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Water,1.59e-06,biosphere3,,cubic meter,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Water,5.01e-08,biosphere3,,cubic meter,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq",Zinc II,2.08e-06,biosphere3,,kilogram,biosphere,,,,,air::lower stratosphere + upper troposphere
"kerosene, production et combustion, 1tkm eq",Zinc II,6.54e-08,biosphere3,,kilogram,biosphere,,,,,air::non-urban air or from high stacks
"kerosene, production et combustion, 1tkm eq","kerosene, production et combustion, 1tkm eq",1.0,OPERA,GLO,unit,production,,,"kerosene, production et combustion, 1tkm eq",,
"kerosene, production et combustion, 1tkm eq",market for kerosene,0.2142,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,technosphere,conso_standard_tkm,1.0,kerosene,,
nettoyage/an,nettoyage/an,1.0,OPERA,GLO,unit,production,,,nettoyage/an,,
nettoyage/an,market for non-ionic surfactant,1.0,ecoinvent-3.10-cutoff,GLO,kilogram,technosphere,,,non-ionic surfactant,,
packaging fauteuil,packaging fauteuil,1.0,OPERA,FR,unit,production,,,packaging fauteuil,,
packaging fauteuil,folding boxboard carton production,10.0,ecoinvent-3.10-cutoff,RoW,kilogram,technosphere,pf_box_pack,1.0,folding boxboard carton,,
packaging fauteuil,"market for packaging film, low density polyethylene",1.0,ecoinvent-3.10-cutoff,GLO,kilogram,technosphere,pf_pe_pack,1.0,"packaging film, low density polyethylene",,
packaging fauteuil,"packaging film production, low density polyethylene",2.0,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,pf_pb_pack,1.0,"packaging film, low density polyethylene",,
packaging fauteuil,plywood production,40.0,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,pf_ply_pack,1.0,"wood chips, dry, measured as dry mass",,
papier fauteuil,papier fauteuil,1.0,OPERA,GLO,unit,production,,,papier fauteuil,,
papier fauteuil,market for kraft paper,0.0025,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,paper_fauteuil,1.0,kraft paper,,
production du siege,production du siege,1.0,OPERA,GLO,unit,production,,,production du siege,,
production du siege,Accoudoir allee,1.0,OPERA,FR,unit,technosphere,,,Accoudoir allee,,
production du siege,Brackets set,1.0,OPERA,GLO,unit,technosphere,,,Brackets set,,
production du siege,Bumper version porte,1.0,OPERA,FR,unit,technosphere,,,Bumper version porte,,
production du siege,Capot NFC,1.0,OPERA,GLO,unit,technosphere,,,Capot NFC,,
production du siege,Ceinture de securite,1.0,OPERA,FR,unit,technosphere,,,Ceinture de securite,,
production du siege,Coussin Ottoman,1.0,OPERA,GLO,unit,technosphere,,,Coussin Ottoman,,
production du siege,Coussin tetiere,1.0,OPERA,GLO,unit,technosphere,,,Coussin tetiere,,
production du siege,ENS Structure fauteuil,1.0,OPERA,FR,unit,technosphere,,,ENS Structure fauteuil,,
production du siege,Ensemble coque,1.0,OPERA,FR,unit,technosphere,,,Ensemble coque,,
production du siege,Ensemble coussin assise,1.0,OPERA,FR,unit,technosphere,,,Ensemble coussin assise,,
production du siege,Ensemble coussin dossier,1.0,OPERA,FR,unit,technosphere,,,Ensemble coussin dossier,,
production du siege,Ensemble coussin dossier version tetiere,1.0,OPERA,FR,unit,technosphere,,,Ensemble coussin dossier version tetiere,,
production du siege,Ensemble equipement lateral,1.0,OPERA,FR,unit,technosphere,,,Ensemble equipement lateral,,
production du siege,Ensemble palette optimisee,1.0,OPERA,FR,unit,technosphere,,,Ensemble palette optimisee,,
production du siege,Ensemble porte,1.0,OPERA,FR,unit,technosphere,,,Ensemble porte,,
production du siege,Ensemble stowage lateral,1.0,OPERA,FR,unit,technosphere,,,Ensemble stowage lateral,,
production du siege,Ensemble structure fixe,1.0,OPERA,FR,unit,technosphere,,,Ensemble structure fixe,,
production du siege,Ensemble tablette cocktail,1.0,OPERA,FR,unit,technosphere,,,Ensemble tablette cocktail,,
production du siege,Ensemble tablette repas,1.0,OPERA,FR,unit,technosphere,,,Ensemble tablette repas,,
production du siege,Ensemble tetiere,1.0,OPERA,FR,unit,technosphere,,,ensemble tetiere,,
production du siege,Habillage sous fauteuil,1.0,OPERA,FR,unit,technosphere,,,Habillage sous fauteuil,,
production du siege,Lightning,1.0,OPERA,GLO,unit,technosphere,,,Lightning,,
production du siege,Manchette acc mobile,1.0,OPERA,FR,unit,technosphere,,,Manchette acc mobile,,
production du siege,Manchette equipee,1.0,OPERA,FR,unit,technosphere,,,Manchette equipee,,
production du siege,Padding,1.0,OPERA,GLO,unit,technosphere,,,Padding,,
production du siege,Renfort tubulaire,1.0,OPERA,FR,unit,technosphere,,,Renfort tubulaire,,
production du siege,SFCU,1.0,OPERA,FR,unit,technosphere,,,SFCU,,
production du siege,Seat power,1.0,OPERA,GLO,unit,technosphere,,,Seat power,,
production du siege,Stowage assemblé avec porte,1.0,OPERA,FR,unit,technosphere,,,Stowage assemblé avec porte,,
production du siege,Structure Ottoman horizontale,1.0,OPERA,FR,unit,technosphere,,,Structure Ottoman horizontale,,
production du siege,Support NFC,1.0,OPERA,GLO,unit,technosphere,,,Support NFC,,
production du siege,Support ecran assemble,1.0,OPERA,FR,unit,technosphere,,,Support ecran assemble,,
production du siege,Support et clamps,1.0,OPERA,FR,unit,technosphere,,,Support et clamps,,
production du siege,Support manchette equipee,1.0,OPERA,GLO,unit,technosphere,,,Support manchette equipee,,
production du siege,commande actionnement ECU,1.0,OPERA,FR,unit,technosphere,,,commande actionnement ECU,,
production du siege,ecran seat,1.0,OPERA,GLO,unit,technosphere,,,ecran seat,,
production du siege,energie infrastructures,1.0,OPERA,FR,unit,technosphere,,,energie infrastructures,,
production du siege,packaging fauteuil,1.0,OPERA,FR,unit,technosphere,,,packaging fauteuil,,
production du siege,papier fauteuil,1.0,OPERA,GLO,unit,technosphere,,,papier fauteuil,,
production du siege,remote extender unit,1.0,OPERA,FR,unit,technosphere,,,remote extender unit,,
production du siege,support ecran,1.0,OPERA,GLO,unit,technosphere,,,support ecran,,
production du siege,systeme IFE boitier,1.0,OPERA,FR,unit,technosphere,,,systeme IFE boitier,,
production du siege,transport vers Hambourg,1.0,OPERA,GLO,unit,technosphere,,,transport vers Hambourg,,
remote extender unit,remote extender unit,1.0,OPERA,FR,unit,production,,,remote extender unit,,
remote extender unit,folding boxboard carton production,0.9,ecoinvent-3.10-cutoff,RoW,kilogram,technosphere,reunit_box_pack,1.0,folding boxboard carton,,
remote extender unit,market for keyboard,1.0,ecoinvent-3.10-cutoff,GLO,unit,technosphere,reunit_telecommande,1.0,keyboard,,
remote extender unit,"market for packaging film, low density polyethylene",0.1,ecoinvent-3.10-cutoff,GLO,kilogram,technosphere,reunit_pe_pack,1.0,"packaging film, low density polyethylene",,
remote extender unit,"market for wastewater, average",0.00015,ecoinvent-3.10-cutoff,Europe without Switzerland,cubic meter,technosphere,reunit_waste_water_pe/1000,1.0,"wastewater, average",,
siege cycle de vie,siege cycle de vie,1.0,OPERA,GLO,unit,production,,,siege cycle de vie sans fdv,,
siege cycle de vie,Recyclage siege,1.0,OPERA,GLO,unit,technosphere,,,Recyclage siege,,
siege cycle de vie,consommation passive siege tkm,0.0,OPERA,GLO,unit,technosphere,fauteuil_distance_moyenne_vol*fauteuil_duree_vie*fauteuil_AR_an*fauteuil_masse_totale/1000*0,1.0,consommation passive siege tkm,,
siege cycle de vie,consommation passive siege tkm,2993785.5948,OPERA,GLO,unit,technosphere,fauteuil_distance_moyenne_vol*fauteuil_duree_vie*fauteuil_AR_an*fauteuil_masse_totale/1000,1.0,consommation passive siege tkm,,
siege cycle de vie,production du siege,1.0,OPERA,GLO,unit,technosphere,,,production du siege,,
support ecran,support ecran,1.0,OPERA,GLO,unit,production,,,support ecran,,
support ecran,"market for display, liquid crystal, 17 inches",0.45,ecoinvent-3.10-cutoff,GLO,unit,technosphere,supp_ecran_dis,1.0,"display, liquid crystal, 17 inches",,
support ecran,market for folding boxboard carton,0.9,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,supp_ecran_box_pack,1.0,folding boxboard carton,,
support ecran,"packaging film production, low density polyethylene",0.1,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,supp_ecran_pe_pack,1.0,"packaging film, low density polyethylene",,
systeme IFE boitier,systeme IFE boitier,1.0,OPERA,FR,unit,production,,,systeme IFE boitier,,
systeme IFE boitier,folding boxboard carton production,0.9,ecoinvent-3.10-cutoff,RoW,kilogram,technosphere,sifeb_box_pack,1.0,folding boxboard carton,,
systeme IFE boitier,"market for aluminium, primary, ingot",1.05,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,technosphere,sifeb_boitier*0.7,1.0,"aluminium, primary, ingot",,
systeme IFE boitier,"market for electronics, for control units",0.45,ecoinvent-3.10-cutoff,GLO,kilogram,technosphere,sifeb_boitier*0.3,1.0,"electronics, for control units",,
systeme IFE boitier,"market for packaging film, low density polyethylene",0.1,ecoinvent-3.10-cutoff,GLO,kilogram,technosphere,sifeb_pe_pack,1.0,"packaging film, low density polyethylene",,
systeme IFE boitier,"market for wastewater, average",0.00015,ecoinvent-3.10-cutoff,Europe without Switzerland,cubic meter,technosphere,sifeb_waste_water_pack/1000,1.0,"wastewater, average",,
transport vers Hambourg,transport vers Hambourg,1.0,OPERA,GLO,unit,production,,,transport vers Hambourg,,
transport vers Hambourg,market for folding boxboard carton,10.0,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,tham_box,1.0,folding boxboard carton,,
transport vers Hambourg,"packaging film production, low density polyethylene",3.0,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,tham_pe,1.0,"packaging film, low density polyethylene",,
transport vers Hambourg,plywood production,40.0,ecoinvent-3.10-cutoff,RER,kilogram,technosphere,tham_plywood,1.0,"wood chips, dry, measured as dry mass",,
transport vers Hambourg,"transport, freight, lorry 16-32 metric ton, EURO5",226.0,ecoinvent-3.10-cutoff,RER,ton kilometer,technosphere,tham_truck,1.0,"transport, freight, lorry 16-32 metric ton, EURO5",,
