record_index,system,component,family,mass_kg,source_mass_kg,fallback_path_count,best_fallback_class,fallback_class_counts,scenario_type,scenario_id,disrupted_role,disrupted_supplier,disrupted_edge,from_name,to_name,disrupted_mode
139,Ens. Structure fixe,nylon,textile_leather,0.014542,0.0145416,220,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=220,lane_disruption,lane::T2->T1::Ensinger->AmSafe,,,T2->T1,Ensinger,AmSafe,
111,Ceinture de sécurité,nylon,textile_leather,0.18,0.18,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
112,Support clamps,nylon,textile_leather,1.284,1.284,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
113,Ens. Stowage latéral,nylon,textile_leather,0.016417,0.016416667,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
114,Ens. Palette optimisée,nylon,textile_leather,0.002188,0.0021875,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
115,Ensemble porte,nylon,textile_leather,0.0004,0.0004003,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
117,Ens. Tablette cocktail,nylon,textile_leather,0.002,0.002,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
118,Ens. Tablette repas,nylon,textile_leather,0.0002,0.0002,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
119,Ens. Têtière,nylon,textile_leather,0.003,0.003,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
120,Stowage assemblé avec porte,nylon,textile_leather,0.000375,0.000375,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
139,Ens. Structure fixe,nylon,textile_leather,0.014542,0.0145416,223,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=223,lane_disruption,lane::T1->OEM::AmSafe->Safran Seats / Safran internal group,,,T1->OEM,AmSafe,Safran Seats / Safran internal group,
124,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,0.01,315,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=315,lane_disruption,lane::T4->T3::Halcyon Hevecam->Ensinger - material intermediate sourcing,,,T4->T3,Halcyon Hevecam,Ensinger - material intermediate sourcing,
124,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,0.01,275,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=275,lane_disruption,lane::T3->T2::Ensinger - material intermediate sourcing->Ensinger,,,T3->T2,Ensinger - material intermediate sourcing,Ensinger,
125,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.004993,0.0049932,45,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=45,lane_disruption,lane::T3->T2::Ensinger - material intermediate sourcing->Ensinger,,,T3->T2,Ensinger - material intermediate sourcing,Ensinger,
124,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,0.01,308,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=308,lane_disruption,lane::T2->T1::Ensinger->MGA Villeneuve St Lot,,,T2->T1,Ensinger,MGA Villeneuve St Lot,
125,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.004993,0.0049932,45,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=45,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Ensinger - material intermediate sourcing,,,T4->T3,Mitsubishi Chemical,Ensinger - material intermediate sourcing,
128,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,0.488,5,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=5,lane_disruption,lane::T4->T3::BASF->Henkel,,,T4->T3,BASF,Henkel,
128,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,0.488,9,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=9,lane_disruption,lane::T3->T2::Henkel->Ensinger,,,T3->T2,Henkel,Ensinger,
129,Ens. Tablette repas,Silicone50 shore,rubber_silicone,0.0007,0.0007,21,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=21,lane_disruption,lane::T2->T1::Silicone Engineering->ETS Gattefin,,,T2->T1,Silicone Engineering,ETS Gattefin,
130,Remote extender unit,télécommande,general,0.07,0.07,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Mitsubishi Chemical->COTS electronics PCB/subassembly package,,,T4->T3,Mitsubishi Chemical,COTS electronics PCB/subassembly package,
130,Remote extender unit,télécommande,general,0.07,0.07,2,candidate_requires_site_validation,candidate_requires_site_validation=2,lane_disruption,lane::T3->T2::COTS electronics PCB/subassembly package->Ensinger,,,T3->T2,COTS electronics PCB/subassembly package,Ensinger,
130,Remote extender unit,télécommande,general,0.07,0.07,2,candidate_requires_site_validation,candidate_requires_site_validation=2,lane_disruption,lane::T2->T1::Ensinger->Thales,,,T2->T1,Ensinger,Thales,
137,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,0.0,0.099,0,no_topology_fallback,,lane_disruption,lane::T4->T3::BASF->Ultrafabrics,,,T4->T3,BASF,Ultrafabrics,
137,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,0.0,0.099,0,no_topology_fallback,,lane_disruption,lane::T3->T2::Ultrafabrics->MGR Foamtex Ltd,,,T3->T2,Ultrafabrics,MGR Foamtex Ltd,
137,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,0.0,0.099,1,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=1,lane_disruption,lane::T2->T1::MGR Foamtex Ltd->Celso SAS,,,T2->T1,MGR Foamtex Ltd,Celso SAS,
140,Coussin têtière,velcro,textile_leather,0.007,0.007,77,candidate_requires_material_source,candidate_requires_material_source=77,lane_disruption,lane::T2->T1::DuPont de Nemours->ACH,,,T2->T1,DuPont de Nemours,ACH,
141,Ens.coussin dossier version têtière,velcro,textile_leather,0.005,0.005,77,candidate_requires_material_source,candidate_requires_material_source=77,lane_disruption,lane::T2->T1::DuPont de Nemours->ACH,,,T2->T1,DuPont de Nemours,ACH,
142,Ens. Coussin dossier,velcro,textile_leather,0.006,0.006,77,candidate_requires_material_source,candidate_requires_material_source=77,lane_disruption,lane::T2->T1::DuPont de Nemours->ACH,,,T2->T1,DuPont de Nemours,ACH,
143,Manchette équipée,velcro,textile_leather,0.006,0.006,77,candidate_requires_material_source,candidate_requires_material_source=77,lane_disruption,lane::T2->T1::DuPont de Nemours->ACH,,,T2->T1,DuPont de Nemours,ACH,
149,Ens. Structure porte,velcro,textile_leather,0.0,0.085,77,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=77,lane_disruption,lane::T2->T1::DuPont de Nemours->ACH,,,T2->T1,DuPont de Nemours,ACH,
144,Coussin ottoman,velours,textile_leather,0.034,0.034,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,lane_disruption,lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->SOMANI,,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,SOMANI,
145,Coussin têtière,velours,textile_leather,0.003,0.003,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,lane_disruption,lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->SOMANI,,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,SOMANI,
146,Ens. Coussin assise,velours,textile_leather,0.025,0.025,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,lane_disruption,lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->SOMANI,,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,SOMANI,
147,Ens.coussin dossier version têtière,velours,textile_leather,0.008,0.008,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,lane_disruption,lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->SOMANI,,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,SOMANI,
148,Ens. Coussin dossier,velours,textile_leather,0.022,0.022,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,lane_disruption,lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->SOMANI,,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,SOMANI,
150,Habillage sous fauteuil,velours,textile_leather,0.007,0.007,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,lane_disruption,lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->SOMANI,,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,SOMANI,
144,Coussin ottoman,velours,textile_leather,0.034,0.034,56,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=56,lane_disruption,lane::T3->T2::SOMANI->FRANKLIN,,,T3->T2,SOMANI,FRANKLIN,
145,Coussin têtière,velours,textile_leather,0.003,0.003,56,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=56,lane_disruption,lane::T3->T2::SOMANI->FRANKLIN,,,T3->T2,SOMANI,FRANKLIN,
146,Ens. Coussin assise,velours,textile_leather,0.025,0.025,56,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=56,lane_disruption,lane::T3->T2::SOMANI->FRANKLIN,,,T3->T2,SOMANI,FRANKLIN,
147,Ens.coussin dossier version têtière,velours,textile_leather,0.008,0.008,56,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=56,lane_disruption,lane::T3->T2::SOMANI->FRANKLIN,,,T3->T2,SOMANI,FRANKLIN,
148,Ens. Coussin dossier,velours,textile_leather,0.022,0.022,56,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=56,lane_disruption,lane::T3->T2::SOMANI->FRANKLIN,,,T3->T2,SOMANI,FRANKLIN,
150,Habillage sous fauteuil,velours,textile_leather,0.007,0.007,56,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=56,lane_disruption,lane::T3->T2::SOMANI->FRANKLIN,,,T3->T2,SOMANI,FRANKLIN,
144,Coussin ottoman,velours,textile_leather,0.034,0.034,55,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=55,lane_disruption,lane::T2->T1::FRANKLIN->ETS Gattefin,,,T2->T1,FRANKLIN,ETS Gattefin,
145,Coussin têtière,velours,textile_leather,0.003,0.003,55,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=55,lane_disruption,lane::T2->T1::FRANKLIN->ETS Gattefin,,,T2->T1,FRANKLIN,ETS Gattefin,
146,Ens. Coussin assise,velours,textile_leather,0.025,0.025,55,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=55,lane_disruption,lane::T2->T1::FRANKLIN->ETS Gattefin,,,T2->T1,FRANKLIN,ETS Gattefin,
147,Ens.coussin dossier version têtière,velours,textile_leather,0.008,0.008,55,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=55,lane_disruption,lane::T2->T1::FRANKLIN->ETS Gattefin,,,T2->T1,FRANKLIN,ETS Gattefin,
148,Ens. Coussin dossier,velours,textile_leather,0.022,0.022,55,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=55,lane_disruption,lane::T2->T1::FRANKLIN->ETS Gattefin,,,T2->T1,FRANKLIN,ETS Gattefin,
150,Habillage sous fauteuil,velours,textile_leather,0.007,0.007,55,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=55,lane_disruption,lane::T2->T1::FRANKLIN->ETS Gattefin,,,T2->T1,FRANKLIN,ETS Gattefin,
151,Ens. Structure porte,Z10CNT18,steel,0.047835,0.0478353,28,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=21;candidate_requires_material_certificate=7,lane_disruption,lane::T4->T3::China Baowu / Baosteel->Krupp,,,T4->T3,China Baowu / Baosteel,Krupp,
151,Ens. Structure porte,Z10CNT18,steel,0.047835,0.0478353,24,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=18;candidate_requires_material_certificate=6,lane_disruption,lane::T3->T2::Krupp->MGA Villeneuve St Lot - internal machining/forming process,,,T3->T2,Krupp,MGA Villeneuve St Lot - internal machining/forming process,
158,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,378,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=378,lane_disruption,lane::T2->T1::DuPont de Nemours->COLLINS,,,T2->T1,DuPont de Nemours,COLLINS,
160,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,216,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=216,lane_disruption,lane::T2->T1::DuPont de Nemours->COLLINS,,,T2->T1,DuPont de Nemours,COLLINS,
168,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,378,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=378,lane_disruption,lane::T2->T1::DuPont de Nemours->COLLINS,,,T2->T1,DuPont de Nemours,COLLINS,
169,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,378,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=378,lane_disruption,lane::T2->T1::DuPont de Nemours->COLLINS,,,T2->T1,DuPont de Nemours,COLLINS,
170,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,216,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=216,lane_disruption,lane::T2->T1::DuPont de Nemours->COLLINS,,,T2->T1,DuPont de Nemours,COLLINS,
171,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,216,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=216,lane_disruption,lane::T2->T1::DuPont de Nemours->COLLINS,,,T2->T1,DuPont de Nemours,COLLINS,
158,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,391,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=391,lane_disruption,lane::T1->OEM::COLLINS->Safran Seats / Safran internal group,,,T1->OEM,COLLINS,Safran Seats / Safran internal group,
160,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,223,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=223,lane_disruption,lane::T1->OEM::COLLINS->Safran Seats / Safran internal group,,,T1->OEM,COLLINS,Safran Seats / Safran internal group,
168,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,391,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=391,lane_disruption,lane::T1->OEM::COLLINS->Safran Seats / Safran internal group,,,T1->OEM,COLLINS,Safran Seats / Safran internal group,
169,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,391,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=391,lane_disruption,lane::T1->OEM::COLLINS->Safran Seats / Safran internal group,,,T1->OEM,COLLINS,Safran Seats / Safran internal group,
170,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,223,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=223,lane_disruption,lane::T1->OEM::COLLINS->Safran Seats / Safran internal group,,,T1->OEM,COLLINS,Safran Seats / Safran internal group,
171,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,223,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=223,lane_disruption,lane::T1->OEM::COLLINS->Safran Seats / Safran internal group,,,T1->OEM,COLLINS,Safran Seats / Safran internal group,
161,Siége,65% aluminium,aluminium,0.0,75.378147576,32,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=24;candidate_requires_allocation_and_qualification=6;candidate_requires_material_certificate=2,lane_disruption,lane::T3->T2::Euralliage Ile de France->JAMCO Aircraft Interiors - Niigata - internal machining/forming process,,,T3->T2,Euralliage Ile de France,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,
